id,candidateId,universityId,endDate,yearOfStudy,isCurrent
86ef4354-e5ef-46be-b626-d07d4ee41d0e,f38db170-d454-48f6-aeaa-4fd640c49cf2,c41ac10e-731a-475f-9226-f514ea8c5944,2026-01-01 00:00:00,Graduate,f
